ethno;ethnoAlt;geoCountry;geoCountryAlt;score;script;full_name;gender;source
Jewish;Jewish;FR;;1.1114847272952164;LATIN;jean fleischman;f;wos
Indian;Pakistanese;IN;IN;2.6155194059100384;LATIN;ronit agid;f;wos
British;Chinese;US;CN;1.6345085104182229;LATIN;tracy gunter;f;wos
Jewish;German;GB;US;2.6540846420984896;LATIN;lynn rosenberg;f;wos
Swedish;German;SE;CH;1.7348669928847669;LATIN;britt maria beckmann;f;wos
British;British;CA;US;1.2734104113831153;LATIN;alexis armour;f;wos
British;Chinese;US;CN;1.7771721779324154;LATIN;tracy chaplin;f;wos
Vietnamese;Vietnamese;CA;GB;6.7124729712319136;LATIN;minh huynh;f;wos
German;German;GB;US;1.6227884773833894;LATIN;tracey fiedler;f;wos
British;AfricanAmerican;US;US;0.9997258755630304;LATIN;bobbie farsides;f;wos
Korean;Korean;KP;KP;6.2561778572657785;LATIN;kim cuddington;f;wos
Korean;Korean;KP;KP;3.8437968523682575;LATIN;kim van der linde;f;wos
Chinese;Chinese;NZ;NZ;3.99881923898216;LATIN;jie jin wang;f;wos
TrinidadTobago;HispanoLatino;US;US;1.4466608788510948;LATIN;kelley sookraj;f;wos
Romanian;Romanian;CA;GB;3.3239302337998717;LATIN;adrian dobs;m;wos
British;British;GB;NZ;2.5429467645551624;LATIN;tracey young;f;wos
Chinese;Chinese;CN;CN;0.7934018256517317;LATIN;kelly l'engle;f;wos
British;Dutch;GB;GB;2.329432730371371;LATIN;lesley yellowlees;f;wos
French;French;FR;CH;1.4397133843926302;LATIN;dominique massey-harroche;f;wos
Flemish;Dutch;FR;US;0.6479604313665196;LATIN;marion alliet;f;wos
British;British;US;NZ;1.888853032732456;LATIN;robin mcleod;f;wos
Spanish;Spanish;AR;US;3.654002826522041;LATIN;alexis martinez;f;wos
Austrian;German;US;GB;2.4743415620013085;LATIN;marion haas;f;wos
Irish;British;US;US;1.292909703625988;LATIN;courtney sheen;f;wos
Italian;Spanish;MX;ES;0.9431000416520172;LATIN;antonia neels;f;wos
Spanish;British;CO;CL;2.7521973058010607;LATIN;jaime patera;f;wos
Irish;Irish;NZ;GB;2.1550798966032474;LATIN;jan crowley;f;wos
Indian;Indian;GB;US;2.0108042141495908;LATIN;shashi prabha dubey;f;wos
Irish;British;GB;GB;0.7957200548840159;LATIN;lesley breech;f;wos
British;British;GB;TT;1.492782667505258;LATIN;lesley king;f;wos
Swedish;Swedish;CA;GB;4.436336492167524;LATIN;jean carlson;f;wos
Malays;Chinese;US;SG;4.978601607501306;LATIN;youn kyung lim;f;wos
Spanish;Portuguese;PH;MX;-0.2622616937120617;LATIN;rene veikondis;f;wos
Korean;Korean;KR;KR;4.501767828218797;LATIN;jin sook yoon;f;wos
German;French;FR;US;1.8355401189237468;LATIN;marion lanier;f;wos
Irish;British;US;US;2.001317884492817;LATIN;kelly dunham;f;wos
Irish;British;US;US;1.3564174597246077;LATIN;jamie voyles;f;wos
Irish;Irish;US;IE;2.1800980086103907;LATIN;aubrey kelly;f;wos
Malays;Malays;US;GB;4.97531854810534;LATIN;lee mei yap;f;wos
Irish;British;US;US;1.9475460255098804;LATIN;lynn morris;f;wos
British;AfricanAmerican;US;US;2.44539390743445;LATIN;courtney abrams;f;wos
HispanoLatino;Swedish;US;US;0.5525749120872617;LATIN;dana sturtevant;f;wos
Korean;Korean;KP;KP;3.6689090479080564;LATIN;kim radda;f;wos
Indian;Pakistanese;IN;IN;3.3381053502655145;LATIN;nishita kothary;f;wos
German;Jewish;US;US;0.14804388355473833;LATIN;marty zdichavsky;f;wos
British;British;US;GB;1.93829805949358;LATIN;kelly crosthwaite;f;wos
French;British;US;US;1.1067450713396956;LATIN;stacy caillier;f;wos
Indian;Pakistanese;IN;IN;3.1065534864289264;LATIN;raja luthra;f;wos
British;British;US;GB;1.8371078280501387;LATIN;leslie muldoon;f;wos
British;Chinese;GB;CN;0.6371068536442356;LATIN;kerry mciver;f;wos
British;AfricanAmerican;US;US;2.594785370545924;LATIN;courtney mcknight;f;wos
Zambian;German;ZM;GB;1.2007813927280968;LATIN;sydney hans;f;wos
French;Spanish;MX;TT;3.60553792002468;LATIN;rosario garcia gimenez;f;wos
Vietnamese;Vietnamese;GB;US;5.062174593980023;LATIN;kim phuong vu;f;wos
Indian;Indian;IN;US;2.8491631118847103;LATIN;sri devi narasimhan;f;wos
Congolese (Kinshasa);French;CD;CA;3.4124870527911897;LATIN;jean vance;f;wos
British;TrinidadTobago;TT;TT;4.7176675075762144;LATIN;tracey edwards;f;wos
Chinese;Chinese;CN;CN;4.8192783715312455;LATIN;cong xiao wang;f;wos
Korean;Korean;NZ;NZ;7.468024301265983;LATIN;chang hyun kim;f;wos
British;HispanoLatino;US;US;2.221581781915294;LATIN;tracy brewer;f;wos
Indian;Indian;CA;US;5.932027026460025;LATIN;robin patel;f;wos
Jewish;Polish;PL;PL;2.720986793568996;LATIN;michal ayalon-sofer;f;wos
Portuguese;Spanish;US;US;1.7338812660366385;LATIN;leslie rosado;f;wos
Swedish;Jewish;US;US;3.020646620551765;LATIN;lindsey anderson;f;wos
Russian;Russian;CH;EE;1.6413465880778986;LATIN;val harpin;f;wos
Portuguese;French;BR;FR;3.1024812764957868;LATIN;rejane mansur nogueira;f;wos
British;British;NZ;GB;3.6798744839085162;LATIN;lesley smith;f;wos
Jewish;German;US;US;1.4796725958182635;LATIN;shelby reinstein;f;wos
Spanish;Portuguese;MX;MX;4.52984655724314;LATIN;guadalupe corral;f;wos
British;British;US;GB;0.9166592207329116;LATIN;leslie dodd;f;wos
Korean;Korean;GB;GB;7.519181771400103;LATIN;youn soo kim;f;wos
British;British;GB;AU;1.7664077861541398;LATIN;tracey bucknall;f;wos
Polish;Danish;US;US;1.1066605818156945;LATIN;shannon lupien;f;wos
German;German;FR;GB;1.3896044794719766;LATIN;marion damm;f;wos
Portuguese;Portuguese;BR;PT;-0.4188514327427616;LATIN;taciana marco ferraz caneppele;f;wos
French;Jewish;US;US;0.9992652705835968;LATIN;stacy loeb;f;wos
Indian;Pakistanese;IN;IN;2.654175134780251;LATIN;anu aluoja;f;wos
British;British;GB;AU;1.1597376147309209;LATIN;kerry ettridge;f;wos
Italian;French;US;CH;1.862053387561836;LATIN;dominique costagliola;f;wos
Swiss;British;US;GB;3.0648120045158733;LATIN;lesley arnold;f;wos
British;German;US;US;1.6286230749832322;LATIN;whitney wenger;f;wos
Indian;Pakistanese;IN;IN;3.140732091750418;LATIN;neelam pushker;f;wos
Austrian;German;US;US;1.7269581283803708;LATIN;chris yeager;f;wos
French;HispanoLatino;US;US;1.6961658105707966;LATIN;jamie l'heureux;f;wos
Irish;Irish;VE;CL;5.592458494316438;LATIN;jean moran;f;wos
HispanoLatino;Jewish;US;US;-0.2803334878457169;LATIN;kim butts pauly;f;wos
Chinese;Chinese;CN;CN;0.368543725592964;LATIN;kelly arbour-nicitopoulos;f;wos
French;Jewish;CH;FR;2.153824917313264;LATIN;dominique weis;f;wos
Austrian;French;US;US;0.6256795817343439;LATIN;stacy trey;f;wos
French;Jewish;FR;FR;2.2756134229578766;LATIN;gwenael vourc'h;f;wos
Jewish;French;US;US;1.3874380328793086;LATIN;leslie leinwand;f;wos
Korean;Korean;KP;KP;3.9119685431174203;LATIN;kim baldridge;f;wos
AfricanAmerican;HispanoLatino;US;US;0.6483492227825018;LATIN;ollie gonzalez-james;f;wos
British;Chinese;GB;CN;0.4031982648595196;LATIN;jamie hurcom;f;wos
Indian;Pakistanese;IN;IN;2.5732152108586734;LATIN;anu mikkonen;f;wos
Dutch;Swedish;US;US;1.3495103790540706;LATIN;robin keister;f;wos
Irish;British;US;US;2.354449633612869;LATIN;kelly cosgrove;f;wos
British;British;NZ;CA;1.3099529797936385;LATIN;chris brown mahoney;f;wos
Haitian;Cameroonian;US;CM;2.009035260779813;LATIN;jean gilmour;f;wos
Portuguese;Portuguese;BR;CV;-0.030702079960007643;LATIN;antonia maria das gracas lopes cito;f;wos
Korean;Korean;KP;KP;5.27203253349996;LATIN;kim cornish;f;wos
Russian;Jewish;RU;RU;4.331403234933099;LATIN;lyubov burlakova;f;wos
French;German;US;GB;2.0112762331455207;LATIN;leslie baumann;f;wos
Korean;Korean;US;US;6.934237950074952;LATIN;jung eun lee;f;wos
British;German;GB;US;2.216719396415562;LATIN;lesley miller;f;wos
German;Austrian;US;US;1.2351481077163695;LATIN;lynn steinbrenner;f;wos
Japanese;Japanese;JP;GB;4.9092625541901915;LATIN;makoto taniguchi;u;wos
British;German;US;US;0.5487480509978225;LATIN;stacey bent;u;wos
Flemish;Swiss;CA;GB;0.4639533622593372;LATIN;rene schloss;u;wos
Swiss;Congolese (Kinshasa);CH;CD;2.6463638224154824;LATIN;christian bula;u;wos
German;Austrian;DE;US;4.287195427656076;LATIN;juergen hafner;u;wos
Korean;Korean;CA;CA;7.509868464453827;LATIN;young pil park;u;wos
British;British;CL;PE;3.5763392073763085;LATIN;jaime hart;u;wos
Korean;Korean;GB;GB;7.678478039751061;LATIN;young bum kim;u;wos
Korean;Korean;KR;KR;4.839143433068483;LATIN;jae woong hwang;u;wos
Japanese;Japanese;JP;US;4.203721373960407;LATIN;maiko suzuki;u;wos
French;Flemish;FR;FR;1.6351281203867347;LATIN;jean michel vandeweerd;u;wos
Korean;Korean;KR;KR;3.2486301704911034;LATIN;jae youn;u;wos
Korean;Korean;KR;KR;4.265037423762858;LATIN;jin hee woo;u;wos
Korean;Korean;KR;KR;4.5015768761786;LATIN;young han song;u;wos
Japanese;Japanese;JP;JP;4.6612074989770536;LATIN;takehiko yamato;u;wos
Korean;Korean;KR;KR;1.2394276806973783;LATIN;lee ellis;u;wos
Irish;Greek;US;GB;1.3105799842795407;LATIN;marion pavlic;u;wos
Jewish;Jewish;IL;AU;4.2771746727590285;LATIN;limor rosenberg;u;wos
Japanese;Japanese;JP;JP;4.4348701054014725;LATIN;shigenobu kanba;u;wos
French;French;FR;CH;2.2366656162442724;LATIN;jean louis marty;u;wos
Beninese;French;BJ;FR;1.4632007833001337;LATIN;jean pierre dognon;u;wos
Swedish;Jewish;SE;SE;4.116645391297831;LATIN;jan ove ebbestad;u;wos
Japanese;Japanese;GB;JP;5.097376375636394;LATIN;akira matsuo;u;wos
French;Senegalese;FR;FR;2.2471520246922654;LATIN;jean marie saudubray;u;wos
Flemish;Congolese (Kinshasa);FR;CD;0.8154920386696045;LATIN;alexis demonbreun;u;wos
Korean;Korean;GB;GB;7.692033554556122;LATIN;su young kim;u;wos
Swedish;Danish;US;US;2.579368379128306;LATIN;robin christensen;u;wos
British;Danish;GB;US;1.5833210140075948;LATIN;lesley owen;u;wos
Danish;Danish;DK;CA;3.7842255688954087;LATIN;christian steensen;u;wos
Japanese;Japanese;GB;JP;2.6135057840342086;LATIN;go hasegawa;u;wos
Japanese;Japanese;JP;JP;4.393937524503427;LATIN;katsumi ueno;u;wos
Japanese;Japanese;GB;JP;5.093979333919664;LATIN;akira goto;u;wos
French;French;FR;CA;3.1383348474753308;LATIN;michel cathelineau;u;wos
Chinese;Chinese;HK;HK;4.742629765682337;LATIN;chi sing lam;u;wos
British;AfricanAmerican;US;US;1.7168997621383368;LATIN;leslie powell;u;wos
Japanese;Japanese;JP;US;4.943003396061476;LATIN;shigenobu hayashi;u;wos
Japanese;Japanese;JP;JP;4.232116939531286;LATIN;akira ikari;u;wos
Spanish;Spanish;ES;MX;3.0979515719228496;LATIN;jaime escalante;u;wos
Chinese;Chinese;CN;CN;0.4187673371666538;LATIN;kelly kajumulo;u;wos
Korean;Korean;KR;KR;3.5209003955042086;LATIN;chang geun song;u;wos
Dutch;Dutch;NL;GB;1.871860649935292;LATIN;jan rouke kuipers;u;wos
French;French;FR;NZ;1.9259545638731448;LATIN;michel ovize;u;wos
French;Senegalese;FR;FR;1.281503958075449;LATIN;jean jacques diaz;u;wos
Irish;British;IE;NZ;2.0039444582053285;LATIN;noel dunlop;u;wos
French;Jewish;FR;FR;2.140969919600304;LATIN;jean pierre allegret;u;wos
Polish;Jewish;US;AU;3.611387518310344;LATIN;terry goldberg;u;wos
Korean;Korean;KP;KP;3.908694019748872;LATIN;kim retra;u;wos
Norwegian;Dutch;US;US;0.9758088541387878;LATIN;lynn onstad;u;wos
French;Jewish;FR;FR;2.4866143337721187;LATIN;jean luc coville;u;wos
Irish;British;US;CA;1.7281622612607477;LATIN;terry doyle;u;wos
Chinese;Chinese;NZ;NZ;4.76390958666557;LATIN;pu hong zhang;u;wos
Polish;Jewish;PL;PL;4.758933568041216;LATIN;jerzy bodzenta;u;wos
Indian;Pakistanese;IN;IN;3.5817942842643684;LATIN;shashi raheja;u;wos
German;German;DE;GB;3.843577425650564;LATIN;guenther kirchner;u;wos
British;French;GB;GB;2.0571970119739853;LATIN;lesley torrance;u;wos
French;French;FR;CA;2.2060902339129362;LATIN;jean louis merlin;u;wos
Japanese;Japanese;JP;GB;4.382565471340155;LATIN;akira tkuhiro;u;wos
Flemish;Flemish;FR;CA;1.6394544167115697;LATIN;michel baes;u;wos
Korean;Korean;KP;KP;6.5123063054992505;LATIN;kim midwood;u;wos
Swedish;Jewish;SE;SE;3.3279904369473554;LATIN;jan erik fosseidengen;u;wos
Danish;Danish;GB;CA;7.3915491686001324;LATIN;knud larsen;u;wos
French;Jewish;FR;FR;1.9599610439068125;LATIN;jean patrice robin;u;wos
Chinese;Chinese;TW;TW;6.072870454372215;LATIN;hsin jen tsai;u;wos
Korean;Korean;KP;KP;6.736010768039888;LATIN;kim hultin;u;wos
Flemish;Flemish;CA;BE;1.4879908889988425;LATIN;rene de mot;u;wos
Swedish;Swedish;CA;US;3.71969594426405;LATIN;chris peterson;u;wos
French;Flemish;FR;FR;1.4498971464963424;LATIN;jean michel brankart;u;wos
Irish;British;US;US;1.853107386520924;LATIN;casey hetrick;u;wos
Korean;Korean;KP;KP;7.026798463452478;LATIN;kim kusser;u;wos
French;French;CA;FR;3.8188850986569363;LATIN;michel comeau;u;wos
Swedish;British;US;CL;3.0866638914981537;LATIN;robin thompson;u;wos
HispanoLatino;AfricanAmerican;US;US;1.086154992327289;LATIN;marlow price;u;wos
Norwegian;Norwegian;NO;GB;0.5531199292465552;LATIN;jan haug anonsen;u;wos
Chinese;Chinese;CN;CN;2.4919190915260176;LATIN;moran kopel;u;wos
Japanese;Japanese;JP;GB;4.740169635533378;LATIN;akira hishida;u;wos
Korean;Korean;KP;KP;7.595529657653228;LATIN;kim jones;u;wos
Dutch;German;US;US;1.7592614524735701;LATIN;jamie kramer;u;wos
Spanish;Filipino;PH;PH;0.7083785192733474;LATIN;noel tordo;u;wos
Chinese;Chinese;SG;SG;4.593095570391506;LATIN;chi tim ng;u;wos
Chinese;Chinese;TW;TW;4.0597023578688445;LATIN;lu chen;u;wos
Korean;Korean;KP;KP;5.661844063894176;LATIN;kim hammond-kosack;u;wos
Italian;Chinese;US;CN;1.0105487474191952;LATIN;chris fiacconi;u;wos
Japanese;Japanese;JP;GB;4.137017327752553;LATIN;makoto seto;u;wos
Japanese;Japanese;JP;GB;4.1000158547586425;LATIN;aki tsuchiya;u;wos
Korean;Korean;CA;CA;4.34602529870498;LATIN;chang young jang;u;wos
Chinese;Chinese;CN;CN;1.4497356555163765;LATIN;shawn balark;u;wos
Korean;Korean;KP;KP;5.681733841852099;LATIN;kim mcfann;u;wos
Slovanian;Polish;CA;PL;2.7206874809824138;LATIN;michal gil;u;wos
French;Swiss;FR;FR;2.0290431228417067;LATIN;jean noel roux;u;wos
Swedish;Swedish;GB;SE;3.771498186123413;LATIN;jan hakan jansson;u;wos
French;French;FR;CH;2.6721228052494688;LATIN;jean francos dartigues;u;wos
French;Jewish;FR;FR;1.6551193003370173;LATIN;dominique le guludec;u;wos
French;Ivoirien;FR;FR;2.334305802174331;LATIN;jean michel goujon;u;wos
French;Flemish;FR;FR;1.54685907318663;LATIN;jean marc saiter;u;wos
Indian;Pakistanese;IN;IN;3.526849192228058;LATIN;chanchal mitra;u;wos
British;Irish;US;US;1.7925938818174036;LATIN;lynn abbott;u;wos
Finnish;Jewish;FI;FI;3.0409324105218722;LATIN;arja rimpela;u;wos
French;Jewish;BE;FR;3.159580088021165;LATIN;christian lemaire;u;wos
Spanish;Austrian;CR;CH;2.6336003635092644;LATIN;christian ledezma;u;wos
Korean;Korean;GB;GB;5.160531262203932;LATIN;young you;u;wos
French;Italian;FR;FR;2.0129059852831235;LATIN;jean marc gallo;u;wos
Italian;Italian;US;AR;0.8446553084319808;LATIN;dana ferraris;u;wos
Japanese;Japanese;JP;GB;4.918913728822164;LATIN;makoto miyazaki;u;wos
British;German;US;US;1.385334161160363;LATIN;kendall hutto;u;wos
French;French;FR;BE;2.2906541466937167;LATIN;jean baptiste sanchez;u;wos
French;French;CA;FR;3.6322982353712367;LATIN;michel saint-germain;u;wos
Swedish;Korean;US;US;2.3302569889803846;LATIN;robin young;u;wos
French;Jewish;FR;FR;2.081638673537272;LATIN;jean jacques robin;u;wos
French;Chinese;FR;CN;0.2446300378191186;LATIN;tristan cren;m;wos
Korean;Korean;KP;KP;5.746534202082183;LATIN;kim hopper;m;wos
Jewish;Russian;RU;RU;4.2196520351184645;LATIN;semyon rubinchik;m;wos
Romanian;Romanian;CA;GB;3.003845440749552;LATIN;adrian mindel;m;wos
Dutch;Flemish;NL;CA;1.6359735132053583;LATIN;rene verhoef;m;wos
French;French;FR;CA;2.287640594727565;LATIN;jean pierre despres;m;wos
Bahrani;Emirati;BH;AE;4.105696103981933;LATIN;abdulla gori;m;wos
German;Jewish;DE;DE;4.125209639792011;LATIN;juergen groeneveld;m;wos
German;Jewish;DE;DE;4.311112148035437;LATIN;juergen roedel;m;wos
British;TrinidadTobago;TT;TT;3.356095247066601;LATIN;noel clarke;m;wos
French;French;CH;FR;3.3425159156792765;LATIN;michel krempf;m;wos
Japanese;Japanese;JP;JP;4.813796368443744;LATIN;makoto kanzaki;m;wos
French;French;FR;CH;2.2018083274023303;LATIN;jean louis morel;m;wos
Jewish;Palestinian;IL;IL;3.5598405992137017;LATIN;shai friedland;m;wos
French;Jewish;FR;FR;1.3494279074620177;LATIN;jean pierre routy;m;wos
Austrian;German;AT;CH;2.4536845302964747;LATIN;christian naus;m;wos
Japanese;Chinese;US;CN;0.3292618148215636;LATIN;freddie fu;m;wos
Czech;Jewish;CZ;CZ;5.502560042745463;LATIN;jan friedrich;m;wos
Danish;Swedish;DK;US;1.1584052037860346;LATIN;christian oker-blom;m;wos
Romanian;British;CA;GB;1.7153358962309255;LATIN;adrian cookson;m;wos
Turkish;Turkish;TR;GB;1.0150364949609691;LATIN;ali esref mueezzinoglu;m;wos
British;AfricanAmerican;TT;US;2.4086386115521736;LATIN;adrian harris;m;wos
Chinese;Chinese;CN;CN;1.6106072722395597;LATIN;blair schoene;m;wos
German;Jewish;DE;DE;3.009397979612459;LATIN;guenther ladurner;m;wos
Slovanian;Czech;CA;GB;5.7378616184628655;LATIN;michal hocek;m;wos
Swiss;German;US;US;5.087891007925567;LATIN;dana arnold;u;wos
Iraqi;Iraqi;IQ;GB;4.2446664063285375;LATIN;ali alshami;m;wos
Japanese;Japanese;JP;JP;4.783633886767274;LATIN;mitsuru akashi;m;wos
Japanese;Japanese;JP;JP;3.7395288078954567;LATIN;kei shimoda;m;wos
Korean;Korean;NZ;NZ;3.5320147330358607;LATIN;yong tark jeon;m;wos
Chinese;Chinese;TW;TW;4.868564348255092;LATIN;young tae chang;m;wos
AfricanAmerican;British;US;US;1.9264103982678025;LATIN;shawn askew;m;wos
Jewish;Palestinian;IL;IL;3.1415130604228656;LATIN;doron norman;m;wos
Jewish;Jewish;BE;CZ;1.957799004328784;LATIN;jan staessen;m;wos
German;Jewish;DE;DE;3.7149420949855445;LATIN;juergen caro;m;wos
Korean;Korean;US;US;1.3244947100028226;LATIN;ki chang keum;m;wos
French;Jewish;FR;FR;1.6467009527920518;LATIN;jean philippe pin;m;wos
Irish;British;US;CA;1.59438446826327;LATIN;terry barrett;m;wos
French;French;CH;CA;2.9415365325186857;LATIN;michel gagner;m;wos
Swedish;Swedish;GB;SE;6.247795741884732;LATIN;jan erik svensson;m;wos
British;Irish;US;US;1.804387529298032;LATIN;robin jessop;m;wos
Polish;Polish;PL;GB;4.261857507185384;LATIN;michal arabski;m;wos
French;Jewish;FR;FR;1.7742262358094345;LATIN;jean louis kraus;m;wos
Irish;Irish;US;IE;3.515524159266465;LATIN;christian cunningham;m;wos
Japanese;Japanese;NZ;GB;4.795923720911341;LATIN;makoto inoue;m;wos
Irish;Irish;NZ;GB;3.4814633883963646;LATIN;terry nolan;m;wos
British;Irish;US;US;0.9393525017561376;LATIN;jamie hunt;m;wos
French;Jewish;FR;FR;1.7466366043706467;LATIN;jean luc deschanvres;m;wos
Haitian;Congolese (Kinshasa);HT;CD;2.242547655253816;LATIN;jean leon thomas;m;wos
German;German;CA;GB;4.210183133951887;LATIN;juergen braun;m;wos
Chinese;Chinese;TW;TW;3.9406083153288103;LATIN;shun lien chuang;m;wos
Hungarian;Hungarian;US;GB;3.3699352323941785;LATIN;jean daniel fekete;m;wos
Chinese;Chinese;AU;AU;1.2318279382557478;LATIN;chi wing fu;m;wos
French;Flemish;FR;FR;1.8147886465222731;LATIN;jean francois marier;m;wos
Japanese;Japanese;GB;JP;5.2865598541915;LATIN;akira kikuchi;m;wos
Jewish;French;FR;FR;1.2533290925858642;LATIN;dominique dardevet;m;wos
Filipino;Filipino;US;PH;1.3015297329797155;LATIN;noel codella;m;wos
Beninese;French;BJ;FR;1.5249754060461715;LATIN;dominique mayaki;m;wos
French;Jewish;FR;FR;2.4172816370677968;LATIN;jean pierre clement;m;wos
Flemish;Flemish;CA;BE;1.5206534230591873;LATIN;rene van de molengraft;m;wos
German;German;DE;GB;4.481061355233384;LATIN;juergen kuhlmann;m;wos
French;Jewish;FR;FR;2.4793068171618144;LATIN;jean francois mercier;m;wos
Polish;Slovanian;GB;CA;4.9342643815538905;LATIN;michal sojka;m;wos
French;TrinidadTobago;TT;TT;3.23734338554832;LATIN;loren joseph;m;wos
Chinese;Chinese;CN;CN;1.3012810267528991;LATIN;cary roseth;m;wos
Korean;Korean;GB;GB;7.3187951123853585;LATIN;hong kee kim;m;wos
Korean;Korean;GB;GB;7.833911592736863;LATIN;young jo kim;m;wos
Turkish;Turkish;GB;TR;4.002254317086547;LATIN;alper dogan;m;wos
French;Lebanese;FR;FR;1.9011917568860528;LATIN;jean marc tadie;m;wos
Jewish;Palestinian;IL;IL;3.4437894572291565;LATIN;doron holland;m;wos
British;Irish;US;US;0.8323080980256896;LATIN;casey meakin;m;wos
South African;German;ZA;DE;3.195492756376765;LATIN;jan hendrik hooijberg;m;wos
Swedish;Swedish;SE;GB;4.419580068964927;LATIN;jan ingvar jonsson;m;wos
Japanese;Japanese;GB;JP;5.331119107358041;LATIN;akira yoshioka;m;wos
Japanese;Japanese;GB;JP;4.917976095613676;LATIN;akira sasaki;m;wos
Malays;Malays;US;MY;4.7646350337198164;LATIN;adrian yap;m;wos
Bangladeshi;Pakistanese;BD;PK;1.7701316937453129;LATIN;shaheen al-muhtaseb;m;wos
French;Jewish;CA;FR;1.5215369983443081;LATIN;rene st-arnaud;m;wos
Dutch;Czech;NL;CZ;2.6220246460346623;LATIN;jan grutters;m;wos
Malays;Malays;CA;NZ;7.57879117297675;LATIN;adrian wong;m;wos
Dutch;Polish;CA;PL;1.2124240241338713;LATIN;adrian roitberg;m;wos
Japanese;Japanese;JP;GB;4.149856550813167;LATIN;masa tsuchiya;m;wos
Spanish;Flemish;CL;FR;1.6680261185392804;LATIN;alexis aspee;m;wos
Irish;British;US;US;1.9248853316649936;LATIN;kelly foote;m;wos
Korean;Korean;GB;GB;6.5656630615732405;LATIN;young don choi;m;wos
Haitian;French;HT;CA;3.1448979455778243;LATIN;jean baptiste michel;m;wos
Pakistanese;Egyptian;IN;GB;3.888608356079635;LATIN;ali sayed;m;wos
Nigerian;Nigerian;US;CA;6.8118635399370575;LATIN;adrian james;m;wos
Dutch;Dutch;NL;GB;3.0207208897870936;LATIN;jan buitelaar;m;wos
Korean;Korean;KP;KP;3.6621574579023;LATIN;hae ryong song;m;wos
German;German;DE;GB;4.545662161217567;LATIN;juergen kirschner;m;wos
Chinese;Chinese;CN;CN;1.4939947945766416;LATIN;cary coglianese;m;wos
Chinese;Chinese;CN;CN;1.6524529941652797;LATIN;blair jobe;m;wos
German;Jewish;DE;DE;4.371673187745547;LATIN;juergen czarske;m;wos
South African;Dutch;ZA;NL;1.9434980319689483;LATIN;theo goosen;m;wos
British;Chinese;US;CN;2.1420036981866417;LATIN;shawn applegarth;m;wos
French;French;CH;CA;2.4786047847197863;LATIN;michel loreau;m;wos
Japanese;Japanese;JP;GB;5.181229393742303;LATIN;makoto igarashi;m;wos
Indian;Pakistanese;IN;IN;3.129409179207264;LATIN;sashi kommu;m;wos
Pakistanese;Pakistanese;PK;PK;2.500242942715483;LATIN;zia yamayee;m;wos
German;Jewish;DE;DE;4.749013194841043;LATIN;juergen brinkmeyer;m;wos
Turkish;Armenian;TR;TR;3.6931488959755097;LATIN;ertan mayatepek;m;wos
Czech;Czech;CZ;GB;2.2797018346735576;LATIN;jan smeitink;m;wos
British;Portuguese;TT;CL;0.9970760927692198;LATIN;adrian finch;m;wos
AfricanAmerican;NativeHawaiian;US;US;0.7802386952156775;LATIN;dana brooks;m;wos
Japanese;Japanese;GB;JP;4.597782016289826;LATIN;akira kondo;m;wos
Romanian;Romanian;RO;CA;0.3328220101675741;LATIN;adrian meedeniya;m;wos
Japanese;Japanese;JP;JP;3.8953937771143763;LATIN;makoto bonkobara;m;wos
Danish;Danish;CA;AU;2.456093209211477;LATIN;christian jutten;m;wos
Norwegian;Norwegian;NO;NO;5.08652199605314;LATIN;atle nesje;m;wos
Romanian;Romanian;CA;RO;3.0148613428248536;LATIN;adrian furdea;m;wos
Portuguese;Mozambican;US;MZ;2.3075000511115755;LATIN;isac de medeiros;m;wos
Austrian;Austrian;CH;AT;5.053568115235547;LATIN;christian fischer;m;wos
Austrian;Austrian;AT;CH;3.060717923166102;LATIN;christian koehler;m;wos
Spanish;Spanish;CO;ES;3.1623552554280128;LATIN;jaime rubio-martinez;m;wos
French;Jewish;FR;FR;2.0219098823723507;LATIN;jean pierre ploteau;m;wos
French;French;CH;FR;2.487642751974984;LATIN;jean luc besson;m;wos
Pakistanese;Pakistanese;PK;PK;3.4800302649288537;LATIN;shiraz minwalla;m;wos
Nigerian;Nigerian;CA;US;8.134275730565673;LATIN;chris johnson;m;wos
Korean;Korean;US;US;7.195228901081171;LATIN;young tack lee;m;wos
Polish;Jewish;PL;PL;5.453963799660811;LATIN;jerzy juskiewicz;m;wos
French;Jewish;FR;FR;1.652935692864686;LATIN;jean philippe attane;m;wos
British;AfricanAmerican;NZ;US;2.6460679048314595;LATIN;aubrey turner;m;wos
Japanese;Japanese;JP;GB;4.570085861118481;LATIN;akira hirao;m;wos
Dutch;Dutch;US;NL;2.3859543083065486;LATIN;christian veldhuis;m;wos
Dutch;Swedish;US;US;1.2563661614483097;LATIN;robin nijveldt;m;wos
French;French;CA;GB;3.7890060710455726;LATIN;michel boivin;m;wos
British;French;GB;US;0.4955065794445866;LATIN;leslie bluck;m;wos
Austrian;German;CH;DE;3.3515865144497905;LATIN;christian plagemann;m;wos
AfricanAmerican;British;US;US;1.4551105294242823;LATIN;shawn bratton;m;wos
Somalia;Somalia;CA;FR;5.299826336541286;LATIN;michel farah;m;wos
Spanish;Spanish;ES;US;3.074641034076338;LATIN;jaime bosch;m;wos
French;Flemish;FR;FR;1.5357147951855907;LATIN;jean marc frayret;m;wos
British;Chinese;US;CN;0.37152606852900416;LATIN;jody haigh;m;wos
