"Article_ID","Full_Title","Link_to_Article","Journal","Year","Month","First Author Gender","pubmed_query","pubmed_id","ForeName","LastName"
"Simon et al. (1997)","Smoking Cessation After Surgery:   A Randomized Trial","http://archinte.jamanetwork.com/article.aspx?articleid=623453","Archives of Internal Medicine","1997","06 - Jun","Male","Simon 1997 Smoking Cessation After Surgery Randomized Trial","9201012.0","J A","Simon"
"Simonneau et al. (2008)","Addition of Sildenafil to Long-Term Intravenous Epoprostenol Therapy in Patients with Pulmonary Arterial Hypertension: A Randomized Trial","http://annals.org/article.aspx?articleid=743198","Annals of Internal Medicine","2008","10 - Oct","Male","Simonneau 2008 Addition Sildenafil Intravenous Epoprostenol Therapy Patients Pulmonary Arterial Hypertension Randomized Trial","18936500.0","Gérald","Simonneau"
"Simons et al. (2012)","Assessment of the 2010 global measles mortality reduction goal: results from a model of surveillance data","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(12)60522-4/abstract","The Lancet","2012","06 - Jun","Female","Simons 2012 Assessment global measles mortality reduction results model surveillance","22534001.0","Emily","Simons"
"Simonsen et al. (2001)","Effect of rotavirus vaccination programme on trends in admission of infants to hospital for intussusception","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(01)06346-2/abstract","The Lancet","2001","10 - Oct","Male","Simonsen 2001 Effect rotavirus vaccination programme trends admission infants hospital intussusception","11675060.0","L","Simonsen"
"Sinclair et al. (1997)","Intraoperative intravascular volume optimisation and length of hospital stay after repair of proximal femoral fracture: randomised controlled trial","","BMJ","1997","10 - Oct","Female","Sinclair 1997 Intraoperative intravascular volume optimisation length hospital after repair proximal femoral fracture randomised controlled trial","9361539.0","S","Sinclair"
"Singer et al. (1997)","The Management of Diabetes Insipidus in Adults","http://archinte.jamanetwork.com/article.aspx?articleid=623421","Archives of Internal Medicine","1997","06 - Jun","Male","Singer 1997 Management Diabetes Insipidus Adults","9201003.0","I","Singer"
"Singer et al. (1998)","Reconceptualizing Advance Care Planning From the Patient's Perspective","http://archinte.jamanetwork.com/article.aspx?articleid=191850","Archives of Internal Medicine","1998","04 - Apr","Male","Singer 1998 Reconceptualizing Advance Planning Patient Perspective","9570174.0","P A","Singer"
"Singh et al. (2007)","Coronary Angiography Following Acute Myocardial Infarction in Ontario| Canada","http://archinte.jamanetwork.com/article.aspx?articleid=412319","Archives of Internal Medicine","2007","04 - Apr","Male","Singh 2007 Coronary Angiography Following Acute Myocardial Infarction Ontario Canada","17452544.0","Sheldon M","Singh"
"Singh et al. (2007)","Medical Errors Involving Trainees:   A Study of Closed Malpractice Claims From 5 Insurers","http://archinte.jamanetwork.com/article.aspx?articleid=413270","Archives of Internal Medicine","2007","10 - Oct","Male","Singh 2007 Medical Errors Involving Trainees Study Closed Malpractice Claims Insurers","17954795.0","Hardeep","Singh"
"Singhal et al. (2001)","Early nutrition in preterm infants and later blood pressure: two cohorts after randomised trials","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(00)04004-6/abstract","The Lancet","2001","02 - Feb","Male","Singhal 2001 Early nutrition preterm infants later blood pressure cohorts after randomised trials","11273059.0","A","Singhal"
"Sinnaeve et al. (2009)","Association of Elevated Fasting Glucose With Increased Short-term and 6-Month Mortality in ST-Segment Elevation and Non–ST-Segment Elevation Acute Coronary Syndromes:   The Global Registry of Acute Coronary Events","http://archinte.jamanetwork.com/article.aspx?articleid=414803","Archives of Internal Medicine","2009","02 - Feb","Male","Sinnaeve 2009 Association Elevated Fasting Glucose Increased Short Month Mortality Segment Elevation Non–ST Segment Elevation Acute Coronary Syndromes Global Registry Acute Coronary Events","19237725.0","Peter R","Sinnaeve"
"Siontis et al. (2011)","Predicting Death:   An Empirical Evaluation of Predictive Tools for Mortality","http://archinte.jamanetwork.com/article.aspx?articleid=1106091","Archives of Internal Medicine","2011","10 - Oct","Male","Siontis 2011 Predicting Death Empirical Evaluation Predictive Tools Mortality","21788535.0","George C M","Siontis"
"Sipahi et al. (2014)","Coronary Artery Bypass Grafting vs Percutaneous Coronary Intervention and Long-term Mortality and Morbidity in Multivessel Disease:   Meta-analysis of Randomized Clinical Trials of the Arterial Grafting and Stenting Era","http://archinte.jamanetwork.com/article.aspx?articleid=1783046","Archives of Internal Medicine","2014","02 - Feb","Male","Sipahi 2014 Coronary Artery Bypass Grafting Percutaneous Coronary Intervention Mortality Morbidity Multivessel Disease analysis Randomized Clinical Trials Arterial Grafting Stenting","24296767.0","Ilke","Sipahi"
"Siragusa et al. (2004)","Deferment of Objective Assessment of Deep Vein Thrombosis and Pulmonary Embolism Without Increased Risk of Thrombosis A Practical Approach Based on the Pretest Clinical Model| D-Dimer Testing| and the Use of Low-Molecular-Weight Heparins","http://archinte.jamanetwork.com/article.aspx?articleid=217743","Archives of Internal Medicine","2004","12 - Dec","Male","Siragusa 2004 Deferment Objective Assessment Thrombosis Pulmonary Embolism Without Increased Thrombosis Practical Approach Based Pretest Clinical Model Dimer Testing Molecular Weight Heparins","15596639.0","Sergio","Siragusa"
"Siris et al. (2001)","Identification and Fracture Outcomes of Undiagnosed Low Bone Mineral Density in Postmenopausal Women Results From the National Osteoporosis Risk Assessment","http://jama.jamanetwork.com/article.aspx?articleid=194457","JAMA","2001","12 - Dec","Female","Siris 2001 Identification Fracture Outcomes Undiagnosed Mineral Density Postmenopausal Women Results National Osteoporosis Assessment","11735756.0","E S","Siris"
"Sirovich et al. (2005)","Variation in the Tendency of Primary Care Physicians to Intervene","http://archinte.jamanetwork.com/article.aspx?articleid=486758","Archives of Internal Medicine","2005","10 - Oct","Female","Sirovich 2005 Variation Tendency Primary Physicians Intervene","16246991.0","Brenda E","Sirovich"
"Sisk et al. (2003)","Cost-Effectiveness of Vaccination against Invasive Pneumococcal Disease among People 50 through 64 Years of Age: Role of Comorbid Conditions and Race","http://annals.org/article.aspx?articleid=716483","Annals of Internal Medicine","2003","06 - Jun","Female","Sisk 2003 Effectiveness Vaccination against Invasive Pneumococcal Disease among People through Years Comorbid Conditions","12809452.0","Jane E","Sisk"
"Sisson et al. (2007)","Multicenter Implementation of a Shared Graduate Medical Education Resource","http://archinte.jamanetwork.com/article.aspx?articleid=770015","Archives of Internal Medicine","2007","12 - Dec","Male","Sisson 2007 Multicenter Implementation Shared Graduate Medical Education Resource","18071170.0","Stephen D","Sisson"
"Skjaeven et al. (1999)","A POPULATION-BASED STUDY OF SURVIVAL AND CHILDBEARING AMONG  FEMALE SUBJECTS WITH BIRTH DEFECTS AND THE RISK OF RECURRENCE IN THEIR CHILDREN","http://www.nejm.org/doi/pdf/10.1056/NEJM199904083401401","NEJM","1999","04 - Apr","Male","Skjaeven 1999 POPULATION BASED STUDY SURVIVAL CHILDBEARING AMONG FEMALE SUBJECTS BIRTH DEFECTS RECURRENCE THEIR CHILDREN","","",""
"Skjerven et al. (2013)","Racemic Adrenaline and Inhalation Strategies in Acute Bronchiolitis","http://www.nejm.org/doi/pdf/10.1056/NEJMoa1301839","NEJM","2013","06 - Jun","Male","Skjerven 2013 Racemic Adrenaline Inhalation Strategies Acute Bronchiolitis","23758233.0","Håvard Ove","Skjerven"
"Slater et al. (2010)","Oral sucrose as an analgesic drug for procedural pain in newborn infants: a randomised controlled trial","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)61303-7/abstract","The Lancet","2010","10 - Oct","Female","Slater 2010 sucrose analgesic procedural newborn infants randomised controlled trial","20817247.0","Rebeccah","Slater"
"Slemenda et al. (1997)","Quadriceps Weakness and Osteoarthritis of the Knee","http://annals.org/article.aspx?articleid=710669","Annals of Internal Medicine","1997","06 - Jun","Male","Slemenda 1997 Quadriceps Weakness Osteoarthritis","9230035.0","C","Slemenda"
"Sliverman et al. (2008)","Intimate Partner Violence and HIV Infection Among Married Indian Women","http://jama.jamanetwork.com/article.aspx?articleid=182380","JAMA","2008","08 - Aug","Male","Sliverman 2008 Intimate Partner Violence Infection Among Married Indian Women","","",""
"Slottje et al. (2005)","Epidemiologic Study of the Autoimmune Health Effects of a Cargo Aircraft Disaster","http://archinte.jamanetwork.com/article.aspx?articleid=486759","Archives of Internal Medicine","2005","10 - Oct","Female","Slottje 2005 Epidemiologic Study Autoimmune Health Effects Cargo Aircraft Disaster","16246995.0","Pauline","Slottje"
"Small et al. (2002)","Synergistic Polymorphisms of ?1- and ?2C-Adrenergic Receptors and the Risk of Congestive Heart Failure","http://www.nejm.org/doi/full/10.1056/NEJMoa020803","NEJM","2002","10 - Oct","Female","Small 2002 Synergistic Polymorphisms Adrenergic Receptors Congestive Heart Failure","12374873.0","Kersten M","Small"
"Smego et al. (2001)","A Meta-analysis of Salvage Therapy for Pneumocystis carinii Pneumonia","http://archinte.jamanetwork.com/article.aspx?articleid=648429","Archives of Internal Medicine","2001","06 - Jun","Male","Smego 2001 analysis Salvage Therapy Pneumocystis carinii Pneumonia","11427101.0","R A","Smego"
"Smith (2003)","Do patients need to read research?","","BMJ","2003","06 - Jun","Male","Smith 2003 patients research","","",""
"Smith et al. (2000)","The Cost-Effectiveness of Sildenafil","http://annals.org/article.aspx?articleid=713538","Annals of Internal Medicine","2000","06 - Jun","Male","Smith 2000 Effectiveness Sildenafil","10858175.0","K J","Smith"
"Smith et al. (2001)","Surgeons' attitudes to intraoperative death: questionnaire survey","","BMJ","2001","04 - Apr","Male","Smith 2001 Surgeons attitudes intraoperative death questionnaire survey","11302903.0","I C","Smith"
"Smith et al. (2002)","Rheumatoid Arthritis—A Molecular Understanding","http://annals.org/article.aspx?articleid=715345","Annals of Internal Medicine","2002","06 - Jun","Male","Smith 2002 Rheumatoid Arthritis—A Molecular Understanding","12069565.0","J Bruce","Smith"
"Smith et al. (2003)","Aromatase Inhibitors in Breast Cancer","http://www.nejm.org/doi/full/10.1056/NEJMra023246","NEJM","2003","06 - Jun","Male","Smith 2003 Aromatase Inhibitors Breast Cancer","","",""
"Smith et al. (2003)","Aromatase Inhibitors in Breast Cancer","http://www.nejm.org/doi/full/10.1056/NEJMra023246","NEJM","2003","06 - Jun","Male","Smith 2003 Aromatase Inhibitors Breast Cancer","","",""
"Smith et al. (2006)","Resident Approaches to Advance Care Planning on the Day of Hospital Admission","http://archinte.jamanetwork.com/article.aspx?articleid=410801","Archives of Internal Medicine","2006","08 - Aug","Male","Smith 2006 Resident Approaches Advance Planning Hospital Admission","16908792.0","Alexander K","Smith"
"Smith et al. (2009)","Comparative Effectiveness of 5 Smoking Cessation Pharmacotherapies in Primary Care Clinics","http://archinte.jamanetwork.com/article.aspx?articleid=415345","Archives of Internal Medicine","2009","12 - Dec","Male","Smith 2009 Comparative Effectiveness Smoking Cessation Pharmacotherapies Primary Clinics","20008701.0","Stevens S","Smith"
"Smith et al. (2011)","Transcatheter versus Surgical Aortic-Valve Replacement in High-Risk Patients","http://www.nejm.org/doi/pdf/10.1056/NEJMoa1103510","NEJM","2011","06 - Jun","Male","Smith 2011 Transcatheter versus Surgical Aortic Valve Replacement Patients","21639811.0","Craig R","Smith"
"Smith-Bindman et al. (2006)","Does Utilization of Screening Mammography Explain Racial and Ethnic Differences in Breast Cancer?","http://annals.org/article.aspx?articleid=722076","Annals of Internal Medicine","2006","04 - Apr","Female","Smith-Bindman 2006 Utilization Screening Mammography Explain Racial Ethnic Differences Breast Cancer","16618951.0","Rebecca","Smith-Bindman"
"Smith-Bindman et al. (2009)","Radiation Dose Associated With Common Computed Tomography Examinations and the Associated Lifetime Attributable Risk of Cancer","http://archinte.jamanetwork.com/article.aspx?articleid=415384","Archives of Internal Medicine","2009","12 - Dec","Female","Smith-Bindman 2009 Radiation Associated Common Computed Tomography Examinations Associated Lifetime Attributable Cancer","20008690.0","Rebecca","Smith-Bindman"
"Smith-Bindman et al. (2013)","Risk of Thyroid Cancer Based on Thyroid Ultrasound Imaging Characteristics:   Results of a Population-Based Study","http://archinte.jamanetwork.com/article.aspx?articleid=1731965","Archives of Internal Medicine","2013","10 - Oct","Female","Smith-Bindman 2013 Thyroid Cancer Based Thyroid Ultrasound Imaging Characteristics Results Population Based Study","23978950.0","Rebecca","Smith-Bindman"
"Smith-Blindman et al. (2012)","Use of Diagnostic Imaging Studies and Associated Radiation Exposure for Patients Enrolled in Large Integrated Health Care Systems| 1996-2010","http://jama.jamanetwork.com/article.aspx?articleid=1182858","JAMA","2012","06 - Jun","Female","Smith-Blindman 2012 Diagnostic Imaging Studies Associated Radiation Exposure Patients Enrolled Large Integrated Health Systems","22692172.0","Rebecca","Smith-Bindman"
"Smith-Spangler et al. (2010)","Population Strategies to Decrease Sodium Intake and the Burden of Cardiovascular Disease: A Cost-Effectiveness Analysis","http://annals.org/article.aspx?articleid=745729","Annals of Internal Medicine","2010","04 - Apr","Female","Smith-Spangler 2010 Population Strategies Decrease Sodium Intake Burden Cardiovascular Disease Effectiveness Analysis","20194225.0","Crystal M","Smith-Spangler"
"Smith-Warner et al. (2001)","Intake of Fruits and Vegetables and Risk of Breast Cancer:","http://jama.jamanetwork.com/article.aspx?articleid=193542","JAMA","2001","02 - Feb","Female","Smith-Warner 2001 Intake Fruits Vegetables Breast Cancer","11176915.0","S A","Smith-Warner"
"Smolderen et al. (2010)","Health Care Insurance| Financial Concerns in Accessing Care| and Delays to Hospital Presentation in Acute Myocardial Infarction","http://jama.jamanetwork.com/article.aspx?articleid=185673","JAMA","2010","04 - Apr","Female","Smolderen 2010 Health Insurance Financial Concerns Accessing Delays Hospital Presentation Acute Myocardial Infarction","20388895.0","Kim G","Smolderen"
"Smoller et al. (2009)","Antidepressant Use and Risk of Incident Cardiovascular Morbidity and Mortality Among Postmenopausal Women in the Women's Health Initiative Study","http://archinte.jamanetwork.com/article.aspx?articleid=773902","Archives of Internal Medicine","2009","12 - Dec","Male","Smoller 2009 Antidepressant Incident Cardiovascular Morbidity Mortality Among Postmenopausal Women Women Health Initiative Study","20008698.0","Jordan W","Smoller"
"Smyth et al. (1998)","Klinefelter Syndrome","http://archinte.jamanetwork.com/article.aspx?articleid=207495","Archives of Internal Medicine","1998","06 - Jun","Female","Smyth 1998 Klinefelter Syndrome","9645824.0","C M","Smyth"
"Smyth et al. (2005)","Once versus three-times daily regimens of tobramycin treatment for pulmonary exacerbations of cystic fibrosis—the TOPIC study: a randomised controlled trial","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(05)17906-9/abstract","The Lancet","2005","02 - Feb","Male","Smyth 2005 versus three times daily regimens tobramycin treatment pulmonary exacerbations cystic fibrosis—the TOPIC study randomised controlled trial","15708100.0","Alan","Smyth"
"Snih et al. (2007)","The Effect of Obesity on Disability vs Mortality in Older Americans","http://archinte.jamanetwork.com/article.aspx?articleid=412256","Archives of Internal Medicine","2007","04 - Apr","Female","Snih 2007 Effect Obesity Disability Mortality Older Americans","17452539.0","Soham","Al Snih"
"Snow et al. (1999)","Laboratory Diagnosis of Vitamin B12 and Folate Deficiency:   A Guide for the Primary Care Physician","http://archinte.jamanetwork.com/article.aspx?articleid=485067","Archives of Internal Medicine","1999","06 - Jun","Male","Snow 1999 Laboratory Diagnosis Vitamin Folate Deficiency Guide Primary Physician","10386505.0","C F","Snow"
"Soderstrom et al. (1997)","Psychoactive Substance Use Disorders Among Seriously Injured Trauma Center Patients","http://jama.jamanetwork.com/article.aspx?articleid=416732","JAMA","1997","06 - Jun","Male","Soderstrom 1997 Psychoactive Substance Disorders Among Seriously Injured Trauma Center Patients","9178789.0","C A","Soderstrom"
"Solomon et al. (2001)","Academic Detailing to Improve Use of Broad-Spectrum Antibiotics at an Academic Medical Center","http://archinte.jamanetwork.com/article.aspx?articleid=751568","Archives of Internal Medicine","2001","08 - Aug","Male","Solomon 2001 Academic Detailing Improve Broad Spectrum Antibiotics Academic Medical Center","11493132.0","D H","Solomon"
"Solomon et al. (2009)","Cost Sharing and the Initiation of Drug Therapy for the Chronically Ill","http://archinte.jamanetwork.com/article.aspx?articleid=414903","Archives of Internal Medicine","2009","04 - Apr","Male","Solomon 2009 Sharing Initiation Therapy Chronically","19398684.0","Matthew D","Solomon"
"Solomon et al. (2010)","The Comparative Safety of Analgesics in Older Adults With Arthritis","http://archinte.jamanetwork.com/article.aspx?articleid=776448","Archives of Internal Medicine","2010","12 - Dec","Male","Solomon 2010 Comparative Safety Analgesics Older Adults Arthritis","21149752.0","Daniel H","Solomon"
"Solomon et al. (2010)","The Comparative Safety of Opioids for Nonmalignant Pain in Older Adults","http://archinte.jamanetwork.com/article.aspx?articleid=776506","Archives of Internal Medicine","2010","12 - Dec","Male","Solomon 2010 Comparative Safety Opioids Nonmalignant Older Adults","21149754.0","Daniel H","Solomon"
"Sommers et al. (2000)","Physician| Nurse| and Social Worker Collaboration in Primary Care for Chronically Ill Seniors","http://archinte.jamanetwork.com/article.aspx?articleid=485366","Archives of Internal Medicine","2000","06 - Jun","Female","Sommers 2000 Physician Nurse Social Worker Collaboration Primary Chronically Seniors","10871977.0","L S","Sommers"
"Sonderegger-Iseli et al. (2000)","Diagnostic errors in three medical eras: a necropsy study","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(00)02349-7/abstract","The Lancet","2000","06 - Jun","Female","Sonderegger-Iseli 2000 Diagnostic errors three medical necropsy study","10885353.0","K","Sonderegger-Iseli"
"Sonnenberg et al. (1998)","Cost Savings in Duodenal Ulcer Therapy Through Helicobacter pylori Eradication Compared With Conventional Therapies Results of a Randomized| Double-blind| Multicenter Trial","http://archinte.jamanetwork.com/article.aspx?articleid=191913","Archives of Internal Medicine","1998","04 - Apr","Male","Sonnenberg 1998 Savings Duodenal Ulcer Therapy Through Helicobacter pylori Eradication Compared Conventional Therapies Results Randomized Double blind Multicenter Trial","9570170.0","A","Sonnenberg"
"Sonnenberg et al. (2000)","Cost-Effectiveness of Colonoscopy in Screening for Colorectal Cancer","http://annals.org/article.aspx?articleid=713928","Annals of Internal Medicine","2000","10 - Oct","Male","Sonnenberg 2000 Effectiveness Colonoscopy Screening Colorectal Cancer","11033584.0","A","Sonnenberg"
"Sorensen et al. (2008)","Use of bisphosphonates among women and risk of atrial fibrillation and flutter: population based case-control study","","BMJ","2008","04 - Apr","Male","Sorensen 2008 bisphosphonates among women atrial fibrillation flutter population based control study","18334527.0","Henrik Toft","Sørensen"
"Sorensen et al. (2009)","Risk of bleeding in patients with acute myocardial infarction treated with different combinations of aspirin| clopidogrel| and vitamin K antagonists in Denmark: a retrospective analysis of nationwide registry data","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(09)61751-7/abstract","The Lancet","2009","12 - Dec","Female","Sorensen 2009 bleeding patients acute myocardial infarction treated different combinations aspirin clopidogrel vitamin antagonists Denmark retrospective analysis nationwide registry","20006130.0","Rikke","Sørensen"
"Sorenson et al. (1999)","Historical cohort study of in utero exposure to uterotonic drugs and cognitive function in young adult life","","BMJ","1999","02 - Feb","Male","Sorenson 1999 Historical cohort study utero exposure uterotonic drugs cognitive function young adult","","",""
"Sorenson et al. (2003)","Clinical importance of neutralising antibodies against interferon beta in patients with relapsing-remitting multiple sclerosis","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(03)14541-2/abstract","The Lancet","2003","10 - Oct","Female","Sorenson 2003 Clinical importance neutralising antibodies against interferon patients relapsing remitting multiple sclerosis","","",""
"Sowers et al. (2008)","Levels of Sex Steroid and Cardiovascular Disease Measures in Premenopausal and Hormone-Treated Women at Midlife:   Implications for the “Timing Hypothesis”","http://archinte.jamanetwork.com/article.aspx?articleid=414580","Archives of Internal Medicine","2008","10 - Oct","Female","Sowers 2008 Levels Steroid Cardiovascular Disease Measures Premenopausal Hormone Treated Women Midlife Implications “Timing Hypothesis”","18955645.0","MaryFran R","Sowers"
"SPARCL Investigators (2006)","High-Dose Atorvastatin after Stroke or Transient Ischemic Attack","http://www.nejm.org/doi/pdf/10.1056/NEJMoa061894","NEJM","2006","08 - Aug","Male","SPARCL Investigators 2006 Atorvastatin after Stroke Transient Ischemic Attack","16899775.0","Pierre","Amarenco"
"Speich et al. (2014)","Oxantel Pamoate–Albendazole for Trichuris trichiura Infection","http://www.nejm.org/doi/pdf/10.1056/NEJMoa1301956","NEJM","2014","02 - Feb","Male","Speich 2014 Oxantel Pamoate–Albendazole Trichuris trichiura Infection","24521107.0","Benjamin","Speich"
"Spencer et al. (1999)","Vitamin E and Coronary Artery Disease","http://archinte.jamanetwork.com/article.aspx?articleid=485070","Archives of Internal Medicine","1999","06 - Jun","Female","Spencer 1999 Vitamin Coronary Artery Disease","10386507.0","A P","Spencer"
"Spencer et al. (2004)","Early Withdrawal of Statin Therapy in Patients With Non–ST-Segment Elevation Myocardial Infarction:   National Registry of Myocardial Infarction","http://archinte.jamanetwork.com/article.aspx?articleid=217518","Archives of Internal Medicine","2004","10 - Oct","Male","Spencer 2004 Early Withdrawal Statin Therapy Patients Non–ST Segment Elevation Myocardial Infarction National Registry Myocardial Infarction","","",""
"Spencer et al. (2008)","Patient Outcomes After Deep Vein Thrombosis and Pulmonary Embolism:   The Worcester Venous Thromboembolism Study","http://archinte.jamanetwork.com/article.aspx?articleid=413988","Archives of Internal Medicine","2008","02 - Feb","Male","Spencer 2008 Patient Outcomes After Thrombosis Pulmonary Embolism Worcester Venous Thromboembolism Study","18299499.0","Frederick A","Spencer"
"Sperl-Hillen et al. (2011)","Comparative Effectiveness of Patient Education Methods for Type 2 Diabetes A Randomized Controlled Trial","http://archinte.jamanetwork.com/article.aspx?articleid=1106096","Archives of Internal Medicine","2011","12 - Dec","Female","Sperl-Hillen 2011 Comparative Effectiveness Patient Education Methods Diabetes Randomized Controlled Trial","21986350.0","JoAnn","Sperl-Hillen"
"Spiegel et al. (2002)","Health programmes and policies associated with decreased mortality in displaced people in postemergency phase camps: a retrospective study","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(02)11915-5/abstract","The Lancet","2002","12 - Dec","Male","Spiegel 2002 Health programmes policies associated decreased mortality displaced people postemergency phase camps retrospective study","12493259.0","Paul","Spiegel"
"SPORTIF (2005)","Ximelagatran vs Warfarin for Stroke Prevention in Patients With Nonvalvular Atrial Fibrillation:","http://jama.jamanetwork.com/article.aspx?articleid=200331","JAMA","2005","02 - Feb","Male","SPORTIF 2005 Ximelagatran Warfarin Stroke Prevention Patients Nonvalvular Atrial Fibrillation","15701910.0","Gregory W","Albers"
"SPS3 Study Group (2013)","Blood-pressure targets in patients with recent lacunar stroke: the SPS3 randomised trial","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(13)60852-1/abstract","The Lancet","2013","08 - Aug","Male","2013 Blood pressure targets patients recent lacunar stroke randomised trial","","",""
"Spyer et al. (2000)","Hypoglycaemic counter-regulation at normal blood glucose concentrations in patients with well controlled type-2 diabetes","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(00)03322-5/abstract","The Lancet","2000","12 - Dec","Male","Spyer 2000 Hypoglycaemic counter regulation normal blood glucose concentrations patients controlled diabetes","11130525.0","G","Spyer"
"Stadtmauer et al. (2000)","CONVENTIONAL-DOSE CHEMOTHERAPY COMPARED WITH HIGH-DOSE  CHEMOTHERAPY PLUS AUTOLOGOUS HEMATOPOIETIC STEM-CELL  TRANSPLANTATION FOR METASTATIC BREAST CANCER","http://www.nejm.org/doi/pdf/10.1056/NEJM200004133421501","NEJM","2000","04 - Apr","Male","Stadtmauer 2000 CONVENTIONAL CHEMOTHERAPY COMPARED CHEMOTHERAPY AUTOLOGOUS HEMATOPOIETIC TRANSPLANTATION METASTATIC BREAST CANCER","10760307.0","E A","Stadtmauer"
"Staessen et al. (1998)","Subgroup and Per-Protocol Analysis of the Randomized European Trial on Isolated Systolic Hypertension in the Elderly","http://archinte.jamanetwork.com/article.aspx?articleid=1105599","Archives of Internal Medicine","1998","08 - Aug","Male","Staessen 1998 Subgroup Protocol Analysis Randomized European Trial Isolated Systolic Hypertension Elderly","9701103.0","J A","Staessen"
"Staessen et al. (1999)","Predicting Cardiovascular Risk Using Conventional vs Ambulatory Blood Pressure in Older Patients With Systolic Hypertension","http://jama.jamanetwork.com/article.aspx?articleid=191120","JAMA","1999","08 - Aug","Male","Staessen 1999 Predicting Cardiovascular Using Conventional Ambulatory Blood Pressure Older Patients Systolic Hypertension","10450715.0","J A","Staessen"
"Stafford et al. (1998)","Rate Control and Sinus Rhythm Maintenance in Atrial Fibrillation:   National Trends in Medication Use| 1980-1996","http://archinte.jamanetwork.com/article.aspx?articleid=210087","Archives of Internal Medicine","1998","10 - Oct","Male","Stafford 1998 Control Sinus Rhythm Maintenance Atrial Fibrillation National Trends Medication","9801182.0","R S","Stafford"
"Stafford et al. (2001)","Variation in Routine Electrocardiogram Use in Academic Primary Care Practice","http://archinte.jamanetwork.com/article.aspx?articleid=649263","Archives of Internal Medicine","2001","10 - Oct","Male","Stafford 2001 Variation Routine Electrocardiogram Academic Primary Practice","11606151.0","R S","Stafford"
"Stallard et al. (1998)","Prospective study of post-traumatic stress disorder in children involved in road traffic accidents","","BMJ","1998","12 - Dec","Male","Stallard 1998 Prospective study traumatic stress disorder children involved traffic accidents","9848900.0","P","Stallard"
"Stallard et al. (2012)","Classroom based cognitive behavioural therapy in reducing symptoms of depression in high risk adolescents: pragmatic cluster randomised controlled trial","","BMJ","2012","10 - Oct","Male","Stallard 2012 Classroom based cognitive behavioural therapy reducing symptoms depression adolescents pragmatic cluster randomised controlled trial","23043090.0","Paul","Stallard"
"Stanley et al. (2009)","Cognitive Behavior Therapy for Generalized Anxiety Disorder Among Older Adults in Primary Care:    A Randomized Clinical Trial","http://jama.jamanetwork.com/article.aspx?articleid=183710","JAMA","2009","04 - Apr","Female","Stanley 2009 Cognitive Behavior Therapy Generalized Anxiety Disorder Among Older Adults Primary Randomized Clinical Trial","19351943.0","Melinda A","Stanley"
"Stead et al. (2001)","Communication about sexual problems and sexual concerns in ovarian cancer: qualitative study","","BMJ","2001","10 - Oct","Female","Stead 2001 Communication about sexual problems sexual concerns ovarian cancer qualitative study","11597967.0","M L","Stead"
"Steckelberg et al. (2011)","Effect of evidence based risk information on “informed choice” in colorectal cancer screening: randomised controlled trial","","BMJ","2011","06 - Jun","Female","Steckelberg 2011 Effect evidence based information “informed choice” colorectal cancer screening randomised controlled trial","21636633.0","Anke","Steckelberg"
"Stefan et al. (2008)","Identification and Characterization of Metabolically Benign Obesity in Humans","http://archinte.jamanetwork.com/article.aspx?articleid=770365","Archives of Internal Medicine","2008","08 - Aug","Male","Stefan 2008 Identification Characterization Metabolically Benign Obesity Humans","18695074.0","Norbert","Stefan"
"Stefanick et al. (2006)","Effects of Conjugated Equine Estrogens on Breast Cancer and Mammography Screening in Postmenopausal Women With Hysterectomy","http://jama.jamanetwork.com/article.aspx?articleid=202667","JAMA","2006","04 - Apr","Female","Stefanick 2006 Effects Conjugated Equine Estrogens Breast Cancer Mammography Screening Postmenopausal Women Hysterectomy","16609086.0","Marcia L","Stefanick"
"Steg et al. (2013)","Effect of cangrelor on periprocedural outcomes in percutaneous coronary interventions: a pooled analysis of patient-level data","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(13)61615-3/abstract","The Lancet","2013","12 - Dec","Male","Steg 2013 Effect cangrelor periprocedural outcomes percutaneous coronary interventions pooled analysis patient level","24011551.0","Philippe Gabriel","Steg"
"Stein et al. (1998)","Hyperhomocysteinemia and Atherosclerotic Vascular Disease:   Pathophysiology| Screening| and Treatment","http://archinte.jamanetwork.com/article.aspx?articleid=207546","Archives of Internal Medicine","1998","06 - Jun","Male","Stein 1998 Hyperhomocysteinemia Atherosclerotic Vascular Disease Pathophysiology Screening Treatment","9645823.0","J H","Stein"
